id,filename,message,pitch,wpm,noise_power,amplitude
2120.opus,2120.opus,ЕЕШЩЕУЩ4,1783,34,75,55
2121.opus,2121.opus,АЛЭСОМЖ7,793,31,81,119
2122.opus,2122.opus,4ЪОЩЙДШТП,1625,32,39,35
2123.opus,2123.opus,К7Е ТНП,1902,32,29,109
2124.opus,2124.opus,1ТЖЪ18Ц,1698,31,85,108
2125.opus,2125.opus,НТСГП7АР0Ы,1251,31,92,71
2126.opus,2126.opus,ЪФШЩВ7УС,610,32,92,69
2127.opus,2127.opus,397АЯИШЦАИ,612,33,52,48
2128.opus,2128.opus,ПЭБГИ0МЖ4,994,34,14,80
2129.opus,2129.opus,9839ПУАПОЖ,686,30,29,58
2130.opus,2130.opus,5ММЫФ5ОЙ,2028,30,65,119
2131.opus,2131.opus,ВЖ6ИЯЕЭС,1396,33,23,106
2132.opus,2132.opus,7РНЛ7ЖЖ,1481,32,63,62
2133.opus,2133.opus,72ЫЦ4АЖ,748,34,57,53
2134.opus,2134.opus,3МЩГКЦС2ЧП,1544,34,69,74
2135.opus,2135.opus,0ЫО0УФН#Ъ,1450,33,37,34
2136.opus,2136.opus,08ДГ68Ы,1622,33,10,99
2137.opus,2137.opus,Х4ПНЖ2ДП,1598,31,57,80
2138.opus,2138.opus,В1ЖИ#МЬЬР9,1255,32,86,40
2139.opus,2139.opus,ШЯЛ5ЗИР,786,31,83,109
2140.opus,2140.opus,Э6ИОЬЙЖ,1260,34,49,112
2141.opus,2141.opus,9ТЙОЧРЬ,516,31,47,84
2142.opus,2142.opus,З9СФОЧ4Г,765,33,68,109
2143.opus,2143.opus,Г8ХДЮАГ3Ы,739,32,37,111
2144.opus,2144.opus,#5ЬП2Е9Г8,612,32,41,81
2145.opus,2145.opus,ЧШФ7КЛЭ1Э,792,31,54,76
2146.opus,2146.opus,БДХ6УКНОГ7,914,34,39,111
2147.opus,2147.opus,ЬЗ ЬЩ0ЯФ,1087,30,98,94
2148.opus,2148.opus,2ФВЯЪЗЗ1 Ц,1216,34,36,64
2149.opus,2149.opus,ДПИБНТЪПЫД,1994,31,78,54
2150.opus,2150.opus,ДАСЯЯВМЮШЧ,1248,30,63,47
2151.opus,2151.opus,#П33ФУЮ,1340,33,24,36
2152.opus,2152.opus,4А7Ф ТРЖВ,1564,33,73,61
2153.opus,2153.opus,58ФФЭТ2,811,33,45,99
2154.opus,2154.opus,НТБ6Ь4КЭ,1302,34,12,103
2155.opus,2155.opus,6ШШЮЧГЯ3К,1744,33,25,41
2156.opus,2156.opus,ДЭПВСТЪ,1469,31,85,30
2157.opus,2157.opus,ОЬЩ8В 0,1785,32,43,42
2158.opus,2158.opus,ЫНЭААЪПЗФЧ,962,32,80,96
2159.opus,2159.opus,РВ9ГЮКИ,1754,34,43,41
2160.opus,2160.opus,#ЫШ2ЗОЩВН,822,34,76,101
2161.opus,2161.opus,Й2А Ч58М6С,819,33,35,60
2162.opus,2162.opus,6КЖ ВШ4А,1921,34,57,109
2163.opus,2163.opus,ФБМОЕЬДОЗ,753,34,53,51
2164.opus,2164.opus,ХЯБТА28ШП6,542,34,55,44
2165.opus,2165.opus,ЕГЪГЗ9ПЪ,728,30,70,105
2166.opus,2166.opus,3ЛПЪ Д69,1842,32,48,95
2167.opus,2167.opus,02Ф6НГХШ7Ц,1300,32,95,100
2168.opus,2168.opus,9ЙДИЫЩ2Й,1641,33,18,119
2169.opus,2169.opus,Ф542 96Ж5,685,34,47,80
2170.opus,2170.opus,АРЛ5НМ7,1654,33,52,79
2171.opus,2171.opus,Ы79Д8Ю3ЩИШ,794,33,12,111
2172.opus,2172.opus,4ИЙ54ТУЭ,1972,33,62,90
2173.opus,2173.opus,24З4ЧЗМЧН,977,30,70,71
2174.opus,2174.opus,74ФЙХКЙ,1131,30,56,34
2175.opus,2175.opus,ОМ ПЭШ5Е6Т,2029,33,36,30
2176.opus,2176.opus,ГЕГЧЯ9Ч3ЙБ,794,34,53,91
2177.opus,2177.opus,4РМ1Й6НЧ,663,34,37,72
2178.opus,2178.opus,4Е8Ь4ЬЧЭ6,1232,32,38,77
2179.opus,2179.opus,0МГФ7 УБ,1987,34,28,32
2180.opus,2180.opus,Ю5М 42Б,2044,30,64,47
2181.opus,2181.opus,Б8ЧКЦПТЦ,1802,32,37,87
2182.opus,2182.opus,Я4ЬЪЬГВСЬП,812,31,78,35
2183.opus,2183.opus,Ь ЧВГ1 ЖХЯ,1560,34,90,96
2184.opus,2184.opus,ЪЬДЩ2ЮЖАС,2012,33,87,102
2185.opus,2185.opus,ЙЖЬ#3Р81ЩВ,959,31,92,78
2186.opus,2186.opus,Г26 МСВЙ0,929,31,69,111
2187.opus,2187.opus,ЬЭХ#Б1ДЙ,1373,31,13,114
2188.opus,2188.opus,П4ЮФВС538Ц,1922,30,26,47
2189.opus,2189.opus,АЬ8 ОЩ8Ъ,1029,32,44,68
2190.opus,2190.opus,ФЗЭЮ 3Ы,1894,31,72,65
2191.opus,2191.opus,ТСАРИДЧЫХЫ,996,34,52,101
2192.opus,2192.opus,УНЫЧДЭ ЦШТ,1780,33,64,70
2193.opus,2193.opus,6О3НИ8Ь,1480,30,18,69
2194.opus,2194.opus,С3ОЮХЛОЦЛ,733,31,81,75
2195.opus,2195.opus,ЬКЩУШН5НЯ,1043,31,85,88
2196.opus,2196.opus,ЫЗ  Й2З 4Ю,850,33,27,49
2197.opus,2197.opus,6УДЕА9ЮШ Э,577,31,41,64
2198.opus,2198.opus,ЯЫ УЗОДЧЮЭ,765,31,45,105
2199.opus,2199.opus,ТБЪЙЛОХН#9,1862,32,14,63
2200.opus,2200.opus,Б6УГЗ7Р,1970,34,19,41
2201.opus,2201.opus,РНЕОИЗ4Т,1642,34,52,96
2202.opus,2202.opus,ШШБШЙЗП,1625,34,32,79
2203.opus,2203.opus,5В4ЧВЯЪН,772,31,76,81
2204.opus,2204.opus,#ХШЬ5Й0 4М,1622,34,51,70
2205.opus,2205.opus,#В9ККЙЮ,1161,31,31,37
2206.opus,2206.opus,ООМ5ЫЯ Э,936,32,53,102
2207.opus,2207.opus,З1ПЪЖ8 Ц9,754,30,61,93
2208.opus,2208.opus,ЧХР 3ТЗЫ7,1098,31,63,49
2209.opus,2209.opus,ШСШРЩ0ЕЗЪ,1142,33,16,51
2210.opus,2210.opus,Ч4ЬЧ3Э8УЖ,1191,33,94,56
2211.opus,2211.opus,УР2ГПУЮМ,1289,30,67,35
2212.opus,2212.opus,ГРХЗ87Л,1216,33,61,109
2213.opus,2213.opus,А6#У3Н3,1127,34,91,108
2214.opus,2214.opus,2К66ЬЭ6,1513,34,60,99
2215.opus,2215.opus,СЗЛЭТХСШ,1593,33,86,111
2216.opus,2216.opus,КАЩЮЭИХФ,1213,31,72,38
2217.opus,2217.opus,ЯЙДЫШЛБГЕ,1156,30,79,115
2218.opus,2218.opus,9ЩШМ05ЧЖ8И,1770,31,50,118
2219.opus,2219.opus,ШБЯВ189ЯЯ,1114,31,69,49
2220.opus,2220.opus,6ХН7КШЛХЦЖ,725,31,14,60
2221.opus,2221.opus,ХГЧЩЦЪ86Б0,1342,34,56,113
2222.opus,2222.opus,48ЮЗС0Й,1727,30,33,81
2223.opus,2223.opus,ЗОТ4О7З,557,34,58,112
2224.opus,2224.opus,ШШЦ9ШЗНЧ,1784,30,45,110
2225.opus,2225.opus,72НОЛ6 ВС,2045,33,71,91
2226.opus,2226.opus,5# К9С6,1589,30,56,49
2227.opus,2227.opus,2ФЗИПЬ2,1302,34,76,118
2228.opus,2228.opus,ОП7ОВПЛЦ2Й,1329,31,59,102
2229.opus,2229.opus,ДФЭЭЯЯ4,1356,34,75,95
2230.opus,2230.opus,ФДНТЭТЪ,1989,31,65,62
2231.opus,2231.opus,ЫХЫ9ХКС,596,30,68,65
2232.opus,2232.opus,О3ОТ4ЦВИ,898,31,11,95
2233.opus,2233.opus,Е2МЖЛ7КЬ3,1265,30,80,100
2234.opus,2234.opus,А4Э М Р,1434,34,76,113
2235.opus,2235.opus,ЦФЬ0 МБШ,1922,31,96,83
2236.opus,2236.opus,ГДЫ4ИЫЦАР6,1317,31,22,48
2237.opus,2237.opus,ЪНЖ0ЛГУЮЕ,1975,30,96,48
2238.opus,2238.opus,0Г1ВИПОЬ,1386,31,25,95
2239.opus,2239.opus,СРПИМСНЖ,1318,30,34,106
2240.opus,2240.opus,6ББ2ВЙВЯ8Э,1533,30,88,92
2241.opus,2241.opus,Ш2 ЗЮСЧ4ПШ,1739,30,65,101
2242.opus,2242.opus,ОИЪКФЗЙ,1402,30,43,69
2243.opus,2243.opus,Р4ШЗО2З9Т,1432,33,54,41
2244.opus,2244.opus,ЦЬОЩОС А,1244,31,57,104
2245.opus,2245.opus,ФЧТ9Н8Е  6,1501,33,73,88
2246.opus,2246.opus,ЭЕЖОЬЛЛЦ,590,33,38,41
2247.opus,2247.opus,ЪК54 3Ж17,1560,30,74,104
2248.opus,2248.opus,3ЛЪ6ВДМЕЮ,688,31,35,60
2249.opus,2249.opus,НЩ3ЭКУЖЪ,1169,33,90,71
2250.opus,2250.opus,2 ББА4И,898,34,60,32
2251.opus,2251.opus,ЕЙНЭЗКДФСИ,1277,32,65,33
2252.opus,2252.opus,Т509ШШШОК,2041,34,37,111
2253.opus,2253.opus,АМН6ГЫФЬБ7,1694,30,63,68
2254.opus,2254.opus,Ф2518ВД,1193,33,71,43
2255.opus,2255.opus,Я0Ъ3Ц90Б,840,33,12,78
2256.opus,2256.opus,0ЙЗЖС6#ЪЩ2,1768,33,47,42
2257.opus,2257.opus,СБО2ЖС5ПИ4,1806,33,83,57
2258.opus,2258.opus,Р#ЬОЛ#УВ,787,32,79,90
2259.opus,2259.opus,ЮЭБЫЫСЩК2М,891,31,78,82
2260.opus,2260.opus,6ЯУДБШЕ,1405,31,85,72
2261.opus,2261.opus,ЫЕКИЦЮФ3#,1302,33,46,77
2262.opus,2262.opus,К9ЕАК36И,1873,30,63,112
2263.opus,2263.opus,9ЫЛ2#ПЛРЮС,1820,32,71,53
2264.opus,2264.opus,СР3ГА04Ж9,576,33,93,105
2265.opus,2265.opus,ЛУ ЯКЦ2Ж,625,33,82,59
2266.opus,2266.opus,ЖЗ9Ь5В9,1701,33,46,70
2267.opus,2267.opus,ЫЪ4УБК9,1824,34,66,115
2268.opus,2268.opus,ЕЧ6Д#Л0,524,33,72,37
2269.opus,2269.opus,ЬЙВ392Ж,2039,30,65,86
2270.opus,2270.opus,#ЦРАЮ2#,1572,33,16,39
2271.opus,2271.opus,НЕЗК565БТ,906,34,22,32
2272.opus,2272.opus,СТЫХЬЮЙ#,1138,33,28,92
2273.opus,2273.opus,3ЦР0ДПВ8,939,34,34,114
2274.opus,2274.opus,РЭКГЩЭЩ,1263,31,42,65
2275.opus,2275.opus,НВЗ#7ЛРАВ,738,31,43,80
2276.opus,2276.opus,КЯЗОВЯС,1429,30,76,90
2277.opus,2277.opus,М8 МЪ3ЛЧЬ,855,32,51,35
2278.opus,2278.opus,УОЭФ8ФЩБЦУ,1797,30,32,69
2279.opus,2279.opus,ШЧШ8ИЩГЖ,1647,34,66,47
2280.opus,2280.opus,ЖИ9ЮЛ 7АР,1423,32,21,104
2281.opus,2281.opus,РЕЩОЦА0,2012,30,60,33
2282.opus,2282.opus,ЫЧНПХВЧ,837,30,52,87
2283.opus,2283.opus,ГЙЧ0КЗ3,1173,31,71,72
2284.opus,2284.opus,Л7ТН#ЗРХШП,1882,33,51,67
2285.opus,2285.opus,6ТХЬБДКШ,1171,33,32,91
2286.opus,2286.opus,М209ИППС,1717,31,67,53
2287.opus,2287.opus,8НЯРЯ6ФН5,726,32,41,113
2288.opus,2288.opus,1ЦВ ИЫ2Л,581,34,32,114
2289.opus,2289.opus,ЬЗЕ БОЕФ6Ш,1971,34,90,84
2290.opus,2290.opus,ЭТЬКЦ ЛЧ,977,34,31,41
2291.opus,2291.opus,ЭФЗУ67ХЕЛ,1383,31,58,101
2292.opus,2292.opus,МЧЧШК3ЧШЗ,1113,33,48,119
2293.opus,2293.opus,#ЬШЖЭШ5Т,1351,31,87,110
2294.opus,2294.opus,ГГЪАЙР7Х,834,33,68,54
2295.opus,2295.opus,ГСЩБЖЬФЦЬ,1476,34,15,113
2296.opus,2296.opus,ЫФВНЩЕЕ6,1510,30,60,36
2297.opus,2297.opus,#ИБЛЯЮТ,1728,31,48,74
2298.opus,2298.opus,8Щ7ТРЯН,1190,34,43,78
2299.opus,2299.opus,МЫВУР 07ЫР,1371,30,94,75
2300.opus,2300.opus,Н303ВЮЦ,1483,33,27,84
2301.opus,2301.opus,ЭЧЦРГСН0,1837,31,34,82
2302.opus,2302.opus,Ф#УЧЗУЕП,977,32,71,36
2303.opus,2303.opus,М4Ы9ЕЗ7Ъ,1655,34,92,93
2304.opus,2304.opus,ФРД4С96РЛ,1733,33,55,68
2305.opus,2305.opus,КЭТЖХГЪ,1217,31,83,110
2306.opus,2306.opus,8ЖЧХ0ЙЩ7В,1104,34,69,75
2307.opus,2307.opus,Х# ЕО09,1600,30,88,46
2308.opus,2308.opus,М7ХАГФЕШ16,1776,33,12,75
2309.opus,2309.opus,ЪЯ5929Ю,1195,34,29,61
2310.opus,2310.opus,5РЛЛН9Ф,569,31,47,105
2311.opus,2311.opus,ЗШ6ЦЬБ#Х,1417,32,84,51
2312.opus,2312.opus,Х 0ЙЭ6Ц7М,1581,33,64,41
2313.opus,2313.opus,БМ1ЮЗЦЛИП,521,31,92,89
2314.opus,2314.opus,ЖЙГ1ЩХСЫ,1146,31,94,84
2315.opus,2315.opus,ШЭЮЦКПАНЗГ,1165,31,89,115
2316.opus,2316.opus,С ОУЯШБ,581,32,15,71
2317.opus,2317.opus,МШЪЩ3ЛШ17#,657,32,35,113
2318.opus,2318.opus,Х ЦЕРЗУУЗ8,513,33,32,108
2319.opus,2319.opus,ГК36Я1П2,1984,30,69,80
2320.opus,2320.opus,4ЪЯИАЕИРЕ0,1666,31,53,62
2321.opus,2321.opus,РВХЮКУЦ,1555,32,11,81
2322.opus,2322.opus,ЬФШРИЫИБЗ,1885,31,40,60
2323.opus,2323.opus,ЙЭ ГЪВ8Ш2,1057,33,51,109
2324.opus,2324.opus,96ЗЭХ0ШЭУВ,515,30,27,55
2325.opus,2325.opus,ШЖ18ИС1Ы Э,902,33,65,59
2326.opus,2326.opus,ЮЦ  В1А7,1137,31,26,116
2327.opus,2327.opus,ЛАД14ЕЧ,1683,32,75,73
2328.opus,2328.opus,ЫЩПЖГ2ЗБЩ,1632,34,12,44
2329.opus,2329.opus,4ГА8ЯВ# П6,836,33,43,65
2330.opus,2330.opus,ЩЛ9РЕ365М,1075,32,99,61
2331.opus,2331.opus,ТЪХУОПРС,1100,31,20,32
2332.opus,2332.opus,Р 7ЖА0ОЧ0,911,33,48,54
2333.opus,2333.opus,ГЭ0СН 3ШЪК,1937,32,97,53
2334.opus,2334.opus,Э В88БЬКГ,1791,31,57,113
2335.opus,2335.opus,2 АЦЕ ЪХ,1251,34,23,117
2336.opus,2336.opus,И55ФЭЯ9Б#,807,31,80,42
2337.opus,2337.opus,2ЕШ9МСЙФ6Е,1646,33,40,50
2338.opus,2338.opus,ВРЪ3Ъ99,1514,30,28,62
2339.opus,2339.opus,ПТШЬЬОЙ7,1863,31,30,63
2340.opus,2340.opus,ЯН7ГЩ7КЮЕ,1810,34,67,65
2341.opus,2341.opus,ЙГКДБ З,1834,33,81,68
2342.opus,2342.opus,9Й#92#НБК,1901,32,75,87
2343.opus,2343.opus,ТЧ36А5ХК,1608,33,74,65
2344.opus,2344.opus,В3ШФ4 8,761,32,86,39
2345.opus,2345.opus,8ЖС992ЯЮАЛ,1710,31,60,80
2346.opus,2346.opus,ЛЕЙК3ЗОЯА,1571,34,38,58
2347.opus,2347.opus,АКЗ5ЕХПЦ,1610,34,73,59
2348.opus,2348.opus,Ы96РЛДХЭБ,1053,30,62,102
2349.opus,2349.opus,БЗКППЧ9Ф,1992,32,77,51
2350.opus,2350.opus,НЕЙЗ4ЗДШ,604,33,65,47
2351.opus,2351.opus,ОХЭЭ3#816,870,32,24,41
2352.opus,2352.opus,ТКЕЬ2СС74,597,33,72,112
2353.opus,2353.opus,Е#8САЕ0,1225,34,25,55
2354.opus,2354.opus,ЭЦ#УЭС ГП,1928,33,22,34
2355.opus,2355.opus,7ХЯЕЯЕ9С,994,30,65,51
2356.opus,2356.opus,ДЪФЩОЕУ0Х,1520,31,89,113
2357.opus,2357.opus,О5ЗМ8Щ#ХЩ0,773,34,71,57
2358.opus,2358.opus,72ЬП8АФ,930,32,59,67
2359.opus,2359.opus,ЧЫ0Ч2ЭРО,1065,34,85,66
2360.opus,2360.opus,ЯСВЖВ8#4Б,1118,30,58,53
2361.opus,2361.opus,АБСЕШТ1ГД,879,32,27,30
2362.opus,2362.opus,ЮС6П7ЙЕ8З,845,32,50,105
2363.opus,2363.opus,813КЧ83Щ3,1918,32,57,106
2364.opus,2364.opus,6#ИЯОЪШНЬ7,625,33,47,97
2365.opus,2365.opus,БУ0 #А Б А,923,31,91,77
2366.opus,2366.opus,ДЧ7ЧЭ3НХЙБ,863,34,47,43
2367.opus,2367.opus,76Л3ЩВ7,1022,33,32,43
2368.opus,2368.opus,#ЗСФЪФ3Л,1278,33,66,57
2369.opus,2369.opus,МОАТУМЬФ,553,33,86,84
2370.opus,2370.opus,2Ж478Р20,1892,30,58,57
2371.opus,2371.opus,ФЧ2ЫТАЩВЭШ,1060,32,96,48
2372.opus,2372.opus,ФСЧЦХ2#,1770,34,39,92
2373.opus,2373.opus,1ЙЪЛ0ЭТ2Ь7,1486,31,29,47
2374.opus,2374.opus,ЩЯ  Ы98Б#,730,31,24,59
2375.opus,2375.opus,ШТКЦЗБМЦТД,995,33,72,96
2376.opus,2376.opus,ЧЫССИТЕЧЙ1,608,33,24,71
2377.opus,2377.opus,ОЕНЮЩЛ73ИШ,1505,30,62,90
2378.opus,2378.opus,7ЪТ5Р6ЮЬ,1978,33,96,93
2379.opus,2379.opus,ЪБ4ДВХЯЙ,2032,30,80,94
2380.opus,2380.opus,ЦПСБЩР6300,1726,34,20,32
2381.opus,2381.opus,К42ЫУ9МТ8У,1319,30,25,44
2382.opus,2382.opus,Ю ЧЧЭЙВ Ф,812,30,40,111
2383.opus,2383.opus,ИЙЙ80Ш#Э,1566,32,53,53
2384.opus,2384.opus,5Ж6428ЫЩ,1784,33,25,89
2385.opus,2385.opus,ДЗ ЭЪВБУ4#,716,34,24,91
2386.opus,2386.opus,Т7ХКФ2ДК,1700,30,36,101
2387.opus,2387.opus,668ЗХ ИЮ,1538,32,78,63
2388.opus,2388.opus,ЗГЛВФЫЦ,1665,34,43,97
2389.opus,2389.opus,КСПИЛИ  З,1424,33,21,62
2390.opus,2390.opus,Н6ИЙ5ЭЩ,650,30,34,83
2391.opus,2391.opus,ТКМОР8ЫЮ,1022,30,21,117
2392.opus,2392.opus,#ЦК АМЮЭ0О,1170,33,18,102
2393.opus,2393.opus,ЫМНОЫЦУЗЯ,1715,34,15,112
2394.opus,2394.opus,5ЙСРОНЦК,2045,34,30,71
2395.opus,2395.opus,ИГЬМЭ9Л,1763,33,30,84
2396.opus,2396.opus,Щ КЕЙЙЖ90,1383,34,53,73
2397.opus,2397.opus,ИГУШКБ3,1688,34,11,66
2398.opus,2398.opus,ФШКПИЗЖ0ЛЛ,1407,30,74,55
2399.opus,2399.opus,Ю015ЙУФЙ6,1135,34,87,49
2400.opus,2400.opus,Ф7 ИПХНЗ,1183,33,83,51
2401.opus,2401.opus,5ЦЪЕГ#ДАТ,1226,31,14,36
2402.opus,2402.opus,ЛИ#2Ш18Л,1296,33,79,92
2403.opus,2403.opus,Ч8#В В2,1233,31,69,43
2404.opus,2404.opus,ГОЙ2ЭИГМ9Щ,672,30,89,36
2405.opus,2405.opus,40ИЗЖ30,1910,31,56,117
2406.opus,2406.opus,УЪМ2ДЯ7О,733,34,26,38
2407.opus,2407.opus,КРЙЦЭЙ7Б,768,34,82,49
2408.opus,2408.opus,7Ь9Б9О4ЕУЗ,1117,31,28,31
2409.opus,2409.opus,УЯПУ59ДР Д,1133,31,68,105
2410.opus,2410.opus,ЗЬЦ6ГЗЙЕ,551,31,26,46
2411.opus,2411.opus,К7П6НИЦЦ,1627,30,39,33
2412.opus,2412.opus,5 ЮО9ЫФЕМ,1836,30,83,88
2413.opus,2413.opus,1ЗВ#ЙЩДЭВ,567,33,93,36
2414.opus,2414.opus,Ь#ЦЙ6ВП,1507,33,12,71
2415.opus,2415.opus,#ЕГЧЦЙОЫШР,1738,30,21,62
2416.opus,2416.opus,П8ЦР7#Л,881,32,10,38
2417.opus,2417.opus,ВЩСГВМШГ,1914,32,29,99
2418.opus,2418.opus,ЦФЦВВ##Ч7Ф,1953,32,57,47
2419.opus,2419.opus,БФЖУЭ7ЕЫ,1633,30,82,109
2420.opus,2420.opus,89З46 Ь,1166,33,57,70
2421.opus,2421.opus,ЗКРВХЗЭ3,1399,31,81,49
2422.opus,2422.opus,Т9ТНЛВ#Ь,826,34,77,61
2423.opus,2423.opus,7ЫИВЪЩ 8Е,1594,32,32,69
2424.opus,2424.opus,2Ф0Я9О Х6,1430,30,85,87
2425.opus,2425.opus,И6СЕИЛ7АА3,636,32,18,63
2426.opus,2426.opus,ПЦОАШЧИЗЪШ,1148,30,56,81
2427.opus,2427.opus,ЯГ2ЖЗ83,1537,32,97,100
2428.opus,2428.opus,ЪЫЬ0Ъ8ОН6Б,1834,30,63,108
2429.opus,2429.opus,90Б3ЖЕСЗН9,678,30,59,47
2430.opus,2430.opus,38ОСЯЗ6Д,1364,34,69,90
2431.opus,2431.opus,МФ15Н3И,1710,30,25,51
2432.opus,2432.opus,АДЮЙУСДФЮИ,910,30,63,61
2433.opus,2433.opus,В4ЦНЮОТМ5,1420,32,28,65
2434.opus,2434.opus,ЫЦДШРЗ ЮИР,974,31,37,66
2435.opus,2435.opus,Э78 КЖПХ,513,30,81,112
2436.opus,2436.opus,КЧЯЮЕШ2,1846,34,27,115
2437.opus,2437.opus,ЛМ8ООЩЗЫЪ,707,34,89,111
2438.opus,2438.opus,ХВТ3ГД8,993,33,26,57
2439.opus,2439.opus,ТЮ ПКЛЭВ,1833,32,11,38
2440.opus,2440.opus,ЬХЕС 5С,1997,30,84,69
2441.opus,2441.opus,ЖМР6В ЫЧ0О,769,30,55,70
2442.opus,2442.opus,ЮНЬЕБОМ,1156,33,70,47
2443.opus,2443.opus,3ИШМ 0МТ5,1813,30,62,83
2444.opus,2444.opus,ШЗ0ЬЪЙЛ1МЗ,669,30,61,52
2445.opus,2445.opus,Й3 9 НППБ,896,33,48,97
2446.opus,2446.opus,И3 0РУЯ4,1585,33,16,90
2447.opus,2447.opus,ВПРКВ#3Ж,1810,33,60,48
2448.opus,2448.opus,ЩСЙСБЮЙА6,519,30,55,62
2449.opus,2449.opus,ЗУ6ЪЖ6Щ ЗГ,925,31,50,112
2450.opus,2450.opus,#ЪЖ#7Н4Я3,1502,33,75,53
2451.opus,2451.opus, ЧЩ92ОЮЯ,891,31,43,41
2452.opus,2452.opus,4Ъ9#ПМЙЪ#З,1306,34,57,63
2453.opus,2453.opus,ЩФЕШЮБЙ0Й7,1134,34,72,57
2454.opus,2454.opus,УЭ0АОЮЦ,635,32,50,117
2455.opus,2455.opus,ЫЮЮ ЭЮ Д5Ш,1680,32,90,68
2456.opus,2456.opus,ЛЮ5#ЬЗ3П,571,33,60,50
2457.opus,2457.opus,ЬФЪ6ЕНЬ8,1730,33,10,56
2458.opus,2458.opus,БИМОНЖП,1159,32,76,108
2459.opus,2459.opus,#3ЭЪ0Ф0,1538,30,25,68
2460.opus,2460.opus,7ПВПЗАЬОЧЕ,1735,34,93,60
2461.opus,2461.opus,ЬЬПЙКЦРЕ6,1973,30,84,103
2462.opus,2462.opus,ЙЫ ШЪБРЫ,643,34,32,77
2463.opus,2463.opus,4ЙЧМГОЕ,1393,30,85,113
2464.opus,2464.opus,П6С9ТМЗЛК,681,34,69,66
2465.opus,2465.opus,4705ДИХ13Ф,1302,32,27,114
2466.opus,2466.opus,2АЛС2Ъ3Ю,1118,30,41,81
2467.opus,2467.opus,ХАШЮХСГ9Ш,1124,31,67,90
2468.opus,2468.opus,РЦЛ7 ТС6ШЩ,1326,30,96,38
2469.opus,2469.opus,ХФ7П6З0ЪТИ,1425,30,65,87
2470.opus,2470.opus,0ШЯЫЪЗ7У,529,31,75,115
2471.opus,2471.opus,#П1ЦЕ3 ЩЩЪ,1143,30,48,105
2472.opus,2472.opus,ЫУ#3 0ЙТ,1428,32,76,70
2473.opus,2473.opus,#ЦЫЮЬХ9,1042,34,86,50
2474.opus,2474.opus,ОХЩСДГ6,1278,30,32,60
2475.opus,2475.opus,ЯМЕНП3ДО,838,33,49,43
2476.opus,2476.opus,МЯЗЧЭТФ,1542,32,56,118
2477.opus,2477.opus,7ЕО5РХЮ489,1379,33,20,84
2478.opus,2478.opus,Ч2ЛХСДЗА,996,33,15,44
2479.opus,2479.opus,ГЖ7О53Б,1237,31,27,45
2480.opus,2480.opus,ЙЛ0Ч3М8,1253,33,94,101
2481.opus,2481.opus,ЯЦЙДЛИСУЬ,1203,33,87,86
2482.opus,2482.opus,ОА6ХС3ЮЫЬД,732,30,29,62
2483.opus,2483.opus,СФЛ6ОЕЮ,1240,31,81,45
2484.opus,2484.opus,ПЭЗЗТВОЦИШ,1433,32,59,101
2485.opus,2485.opus,2ПЙ6ЙМ7ЕП,857,30,77,35
2486.opus,2486.opus,ЙЙЗНЕ6ЕУЫН,1917,31,15,31
2487.opus,2487.opus,ЙЫ5ВД3БШ,1325,31,83,106
2488.opus,2488.opus,ЗЭЛЬЗЭД,1457,34,22,110
2489.opus,2489.opus,4УИ0 #ДТ,1633,33,82,80
2490.opus,2490.opus,О1З7 Щ4Д4Ь,1199,32,41,80
2491.opus,2491.opus,60МЭЗ#Ь6,668,30,20,43
2492.opus,2492.opus,ЖВЛЭЪЦР5,1654,34,81,109
2493.opus,2493.opus,З2ПДЮЛ6З,1677,33,98,85
2494.opus,2494.opus,ТЦО2НЩЖ,1280,34,17,79
2495.opus,2495.opus,Л5ЭНГФЬ2Ч,776,32,10,77
2496.opus,2496.opus,Г5ТИ44Ц7Т,1421,32,67,93
2497.opus,2497.opus,ДР4КВМОСП#,1923,32,33,85
2498.opus,2498.opus,ЙХЭМ#СЬ1ЙЮ,1641,31,38,41
2499.opus,2499.opus,85ЭВН2И ВБ,612,30,63,81
2500.opus,2500.opus,ВЛСЭЯ32,582,32,48,99
2501.opus,2501.opus,Щ#ТГЫ6И,1300,30,33,80
2502.opus,2502.opus,ХАЬЩАМЬДГ3,1885,30,29,48
2503.opus,2503.opus,Л1РТХПВ06Л,776,31,70,41
2504.opus,2504.opus,М73ЮЭЕ1ФЫ,669,30,63,69
2505.opus,2505.opus,ЮВВЗ#7ЦЦ,1696,34,42,52
2506.opus,2506.opus,ЩБ8ОСИРЙ,1651,30,14,105
2507.opus,2507.opus,МЖЦВ2Ц83Р,1363,32,37,79
2508.opus,2508.opus,ЕЮВЩ 7А,1937,33,89,36
2509.opus,2509.opus,ЦЫИВ4Д88П,1632,30,70,46
2510.opus,2510.opus,46#ЯЪЮМЫ,680,30,15,117
2511.opus,2511.opus,ЧБЪ2ШЯ4П,1011,32,84,78
2512.opus,2512.opus,ЗЩНМНШ#ШДЬ,971,32,88,114
2513.opus,2513.opus,2ЛКААДК,1170,30,37,56
2514.opus,2514.opus,ЖШЩГИЙ4ЬК,1541,33,88,55
2515.opus,2515.opus,ШЗЛБУДР,1843,32,68,40
2516.opus,2516.opus,ЧНШЙШ9О,1092,30,84,45
2517.opus,2517.opus,ЮЖЦФО250Р,1850,32,11,87
